director,url,institute,director2,director3
"Директор

Ю. А. Костицын
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B3%D0%B5%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%92._%D0%98._%D0%92%D0%B5%D1%80%D0%BD%D0%B0%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%A0%D0%90%D0%9D,Институт геохимии и аналитической химии им. В. И. Вернадского РАН,Ю. А. Костицын,Ю. А. Костицын
"Директор

В.А. Петров
","https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B3%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D1%80%D1%83%D0%B4%D0%BD%D1%8B%D1%85_%D0%BC%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B9,_%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%B8,_%D0%BC%D0%B8%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8_%D0%B3%D0%B5%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D","Институт геологии рудных месторождений, петрографии, минералогии и геохимии РАН",В.А. Петров,
"Директор

А. Б. Вревский
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B3%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8_%D0%B3%D0%B5%D0%BE%D1%85%D1%80%D0%BE%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B4%D0%BE%D0%BA%D0%B5%D0%BC%D0%B1%D1%80%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт геологии и геохронологии докембрия РАН,А. Б. Вревский,
"Директор

член-корр. О.Н. Соломина
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B3%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт географии РАН,член-корр. О.Н. Соломина,
"Директор

чл.-к. В. И. Данилов-Данильян
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B2%D0%BE%D0%B4%D0%BD%D1%8B%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%A0%D0%90%D0%9D,Институт водных проблем РАН,чл.-к. В. И. Данилов-Данильян,
"Директор

С. В. Черкасов
",https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B3%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D1%83%D0%B7%D0%B5%D0%B9_%D0%B8%D0%BC._%D0%92._%D0%98._%D0%92%D0%B5%D1%80%D0%BD%D0%B0%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%A0%D0%90%D0%9D,Государственный геологический музей им. В. И. Вернадского РАН,С. В. Черкасов,С. В. Черкасов
"Директор

ак. А. Д. Гвишиани
",https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%A0%D0%90%D0%9D,Геофизический центр РАН,ак. А. Д. Гвишиани,
"Директор

к.т.н. Ю.А. Виноградов
",https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%BB%D1%83%D0%B6%D0%B1%D0%B0_%D0%A0%D0%90%D0%9D,Геофизическая служба РАН,к.т.н. Ю.А. Виноградов,
"Директор

К. Е. Дегтярёв
",https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%A0%D0%90%D0%9D,Геологический институт РАН,К. Е. Дегтярёв,К. Е. Дегтяр
"Директор

д.ф-м.н. Пантелеев М. А.
",https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D1%82%D1%80_%D1%82%D0%B5%D0%BE%D1%80%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%BE-%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%84%D0%B0%D1%80%D0%BC%D0%B0%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Центр теоретических проблем физико-химической фармакологии РАН,д.ф-м.н. Пантелеев М. А.,Пантелеев М. А.
"Директор

член-корр. РАН Н. В. Лукина
",https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D1%82%D1%80_%D0%BF%D0%BE_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC%D0%B0%D0%BC_%D1%8D%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8_%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%BB%D0%B5%D1%81%D0%BE%D0%B2_%D0%A0%D0%90%D0%9D,Центр по проблемам экологии и продуктивности лесов РАН,член-корр. РАН Н. В. Лукина,Н Н. В.
"Директор

акад. Скрябин К. Г.
",https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D1%82%D1%80_%C2%AB%D0%91%D0%B8%D0%BE%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%B8%D1%8F%C2%BB_%D0%A0%D0%90%D0%9D,Центр «Биоинженерия» РАН,Скрябин К. Г.,Скрябин К. Г.
"Директор

Родин В. М.
",https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Тобольская биологическая станция РАН,Родин В. М.,Родин В. М.
"Директор

А.В. Лопатин
",https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B5%D0%BE%D0%BD%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%A0%D0%90%D0%9D,Палеонтологический институт РАН,А.В. Лопатин,
"Директор

акад. Гречкин А. Н.
",https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8_%D0%B1%D0%B8%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%9A%D0%B0%D0%B7%D0%9D%D0%A6_%D0%A0%D0%90%D0%9D,Казанский институт биохимии и биофизики КазНЦ РАН,Гречкин А. Н.,Гречкин А. Н.
"Директор

д.б.н. М. Л. Фирсов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%8D%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8_%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%98._%D0%9C._%D0%A1%D0%B5%D1%87%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт эволюционной физиологии и биохимии им. И. М. Сеченова РАН,д.б.н. М. Л. Фирсов,М. Л. Фирсов
"Директор

ВРИО директора чл.-корр РАН А.Н.Томилин
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%86%D0%B8%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт цитологии РАН,ВРИО директора чл.-корр РАН А.Н.Томилин,
"Директор

акад. Шувалов В. А.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D1%83%D0%BD%D0%B4%D0%B0%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт фундаментальных проблем биологии РАН,Шувалов В. А.,Шувалов В. А.
"Директор

чл.-корр. Кузнецов В. В.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%BD%D0%B8%D0%B9_%D0%B8%D0%BC._%D0%9A._%D0%90._%D0%A2%D0%B8%D0%BC%D0%B8%D1%80%D1%8F%D0%B7%D0%B5%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт физиологии растений им. К. А. Тимирязева РАН,чл.-корр. Кузнецов В. В.,Кузнецов В. В.
"Директор

чл.-к. Л. П. Филаретова
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%98._%D0%9F._%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт физиологии им. И. П. Павлова РАН,чл.-к. Л. П. Филаретова,Л. П. Филаретова
"Директор

Кудеяров В. Н.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%BE-%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%B8_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%BF%D0%BE%D1%87%D0%B2%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт физико-химических и биологических проблем почвоведения РАН,Кудеяров В. Н.,Кудеяров В. Н.
"Директор

д.б.н. И. П. Белецкий
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%82%D0%B5%D0%BE%D1%80%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D0%B8_%D1%8D%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D0%B8%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_%D0%B1%D0%B8%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт теоретической и экспериментальной биофизики РАН,д.б.н. И. П. Белецкий,И. П. Белецкий
"Директор

акад. В. В. Рожнов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D1%8D%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8_%D1%8D%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%90._%D0%9D._%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D1%86%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт проблем экологии и эволюции им. А. Н. Северцова РАН,В. В. Рожнов,В. В. Рожнов
"Директор

А. М. Кудрявцев
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BE%D0%B1%D1%89%D0%B5%D0%B9_%D0%B3%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%9D._%D0%98._%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт общей генетики им. Н. И. Вавилова РАН,А. М. Кудрявцев,
"Директор

чл.-корр. С. В. Костров
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%BE%D0%BB%D0%B5%D0%BA%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%BE%D0%B9_%D0%B3%D0%B5%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт молекулярной генетики РАН,чл.-корр. С. В. Костров,
"Директор

А. А. Макаров
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%BE%D0%BB%D0%B5%D0%BA%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%BE%D0%B9_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%92._%D0%90._%D0%AD%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D0%B3%D0%B0%D1%80%D0%B4%D1%82%D0%B0_%D0%A0%D0%90%D0%9D,Институт молекулярной биологии им. В. А. Энгельгардта РАН,А. А. Макаров,А. А. Макаров
"Директор

врио директора профессор М. Д. Дидур
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%BE%D0%B7%D0%B3%D0%B0_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0_%D0%B8%D0%BC._%D0%9D._%D0%9F._%D0%91%D0%B5%D1%85%D1%82%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%B9_%D0%A0%D0%90%D0%9D,Институт мозга человека им. Н. П. Бехтеревой РАН,врио директора профессор М. Д. Дидур,М. Д. Дидур
"Директор

чл.-корр. Гальченко В. Ф.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%A1._%D0%9D._%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%A0%D0%90%D0%9D,Институт микробиологии им. С. Н. Виноградского РАН,чл.-корр. Гальченко В. Ф.,Гальченко В. Ф.
"Директор

О. И. Орлов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%B5%D0%B4%D0%B8%D0%BA%D0%BE-%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%A0%D0%90%D0%9D,Институт медико-биологических проблем РАН,О. И. Орлов,О. И. Орлов
"Директор

А. А. Сирин
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BB%D0%B5%D1%81%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт лесоведения РАН,А. А. Сирин,А. А. Сирин
"Директор

проф. РАН 

А.Ю. Малышев
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B2%D1%8B%D1%81%D1%88%D0%B5%D0%B9_%D0%BD%D0%B5%D1%80%D0%B2%D0%BD%D0%BE%D0%B9_%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%B8_%D0%BD%D0%B5%D0%B9%D1%80%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт высшей нервной деятельности и нейрофизиологии РАН,проф. РАН А.Ю. Малышев,
"Директор

чл.-к. РАН В. О. Попов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%90._%D0%9D._%D0%91%D0%B0%D1%85%D0%B0_%D0%A0%D0%90%D0%9D,Институт биохимии им. А. Н. Баха РАН,чл.-к. РАН В. О. Попов,Н В. О.
"Директор

д.х.н. Щёголев С. Ю.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8_%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D1%80%D0%B0%D1%81%D1%82%D0%B5%D0%BD%D0%B8%D0%B9_%D0%B8_%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%BC%D0%BE%D0%B2_%D0%A0%D0%90%D0%9D,Институт биохимии и физиологии растений и микроорганизмов РАН,д.х.н. Щёголев С. Ю.,
"Директор

Леонтьевский А.А.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8_%D1%84%D0%B8%D0%B7%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%BC%D0%BE%D0%B2_%D0%B8%D0%BC._%D0%93._%D0%9A._%D0%A1%D0%BA%D1%80%D1%8F%D0%B1%D0%B8%D0%BD%D0%B0_%D0%A0%D0%90%D0%9D,Институт биохимии и физиологии микроорганизмов им. Г. К. Скрябина РАН,Леонтьевский А.А.,
"Директор

чл.-корр. Фесенко Е. Е.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%BA%D0%BB%D0%B5%D1%82%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт биофизики клетки РАН,чл.-корр. Фесенко Е. Е.,Фесенко Е. Е.
"Директор

акад. А. Г. Габибов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%9C._%D0%9C._%D0%A8%D0%B5%D0%BC%D1%8F%D0%BA%D0%B8%D0%BD%D0%B0_%D0%B8_%D0%AE._%D0%90._%D0%9E%D0%B2%D1%87%D0%B8%D0%BD%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт биоорганической химии им. М. М. Шемякина и Ю. А. Овчинникова РАН,А. Г. Габибов,А. Г. Габибов
"Директор

к.ф.-м.н. Пермяков С. Е.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BF%D1%80%D0%B8%D0%B1%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт биологического приборостроения РАН,к.ф.-м.н. Пермяков С. Е.,Пермяков С. Е.
"Директор

А. В. Васильев
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D1%8F_%D0%B8%D0%BC._%D0%9D._%D0%9A._%D0%9A%D0%BE%D0%BB%D1%8C%D1%86%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт биологии развития им. Н. К. Кольцова РАН,А. В. Васильев,А. В. Васильев
"Директор

акад. П. Г. Георгиев
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B3%D0%B5%D0%BD%D0%B0_%D0%A0%D0%90%D0%9D,Институт биологии гена РАН,акад. П. Г. Георгиев,
"Директор

д.б.н. А. В. Крылов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B2%D0%BD%D1%83%D1%82%D1%80%D0%B5%D0%BD%D0%BD%D0%B8%D1%85_%D0%B2%D0%BE%D0%B4_%D0%B8%D0%BC._%D0%98._%D0%94._%D0%9F%D0%B0%D0%BF%D0%B0%D0%BD%D0%B8%D0%BD%D0%B0_%D0%A0%D0%90%D0%9D,Институт биологии внутренних вод им. И. Д. Папанина РАН,д.б.н. А. В. Крылов,А. В. Крылов
"Директор

Вячеслав Адамович Колб
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B5%D0%BB%D0%BA%D0%B0_%D0%A0%D0%90%D0%9D,Институт белка РАН,Вячеслав Адамович Колб,Вячеслав Адамович Колб
"Директор

О. Н. Пугачёв
",https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%A0%D0%90%D0%9D,Зоологический институт РАН,О. Н. Пугачёв,О. Н. Пугач
"Директор

д. б. н. Д. В. Гельтман
",https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BC._%D0%92._%D0%9B._%D0%9A%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Ботанический институт им. В. Л. Комарова РАН,д. б. н. Д. В. Гельтман,Д. В. Гельтман
"Директор

Трифонов Александр Анатольевич
",https://ru.wikipedia.org/wiki/%D0%98%D0%9D%D0%AD%D0%9E%D0%A1_%D0%A0%D0%90%D0%9D,Институт элементоорганических соединений им. А. Н. Несмеянова РАН,Трифонов Александр Анатольевич,Трифонов Александр Анатольевич
"Директор

В. А. Надточенко
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%9D._%D0%9D._%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт химической физики им. Н. Н. Семёнова РАН,В. А. Надточенко,В. А. Надточенко
"Директор

И. Ю. Кручинина (врио)
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D1%81%D0%B8%D0%BB%D0%B8%D0%BA%D0%B0%D1%82%D0%BE%D0%B2_%D0%B8%D0%BC._%D0%98._%D0%92._%D0%93%D1%80%D0%B5%D0%B1%D0%B5%D0%BD%D1%89%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт химии силикатов им. И. В. Гребенщикова РАН,И. Ю. Кручинина (врио),И. Ю. Кручинина
